time_sec,frame_id,x,y,z,yaw_rad,left_wall_m,right_wall_m,scan_stamp_sec
1780824465.457449,odom,0.099935,0.225997,0.000000,-1.253005,0.495404,0.872639,1780824465.312827
1780824465.557457,odom,0.099597,0.226426,0.000000,-1.253296,0.486124,0.867167,1780824465.412714
1780824465.657473,odom,0.099959,0.225999,0.000000,-1.253812,0.490004,0.866914,1780824465.512690
1780824465.757447,odom,0.099636,0.226441,0.000000,-1.254429,0.495698,0.841229,1780824465.612772
1780824465.857447,odom,0.100051,0.226046,0.000000,-1.255628,0.498049,0.832995,1780824465.712747
1780824465.957450,odom,0.099727,0.226500,0.000000,-1.256428,0.508319,0.826933,1780824465.812660
1780824466.057444,odom,0.100104,0.226077,0.000000,-1.258084,0.476009,0.825703,1780824465.912600
1780824466.157440,odom,0.099749,0.226550,0.000000,-1.258848,0.499401,0.822217,1780824466.012707
1780824466.257460,odom,0.100133,0.226087,0.000000,-1.260329,0.506395,0.821443,1780824466.112658
1780824466.357464,odom,0.099783,0.226548,0.000000,-1.260880,0.476151,0.826681,1780824466.212752
1780824466.457445,odom,0.100145,0.226107,0.000000,-1.261959,0.388012,0.829347,1780824466.312743
1780824466.557481,odom,0.099814,0.226542,0.000000,-1.262440,0.509572,0.809475,1780824466.412650
1780824466.657487,odom,0.100163,0.226112,0.000000,-1.263129,0.464027,0.838974,1780824466.512589
1780824466.757446,odom,0.099827,0.226553,0.000000,-1.263414,0.478004,0.827818,1780824466.612740
1780824466.857436,odom,0.100168,0.226129,0.000000,-1.263911,0.486749,0.819292,1780824466.712643
1780824466.957451,odom,0.099818,0.226584,0.000000,-1.264193,0.494241,0.840836,1780824466.812734
1780824467.057444,odom,0.100159,0.226163,0.000000,-1.264472,0.447018,0.866497,1780824466.912731
1780824467.157445,odom,0.099827,0.226610,0.000000,-1.264959,0.488590,0.812873,1780824467.012660
1780824467.257466,odom,0.100391,0.226048,0.000000,-1.265675,0.480351,0.873717,1780824467.112629
1780824467.357460,odom,0.100200,0.226426,0.000000,-1.266173,0.479939,0.781731,1780824467.212668
1780824467.457453,odom,0.100846,0.225838,0.000000,-1.268518,0.500196,0.804487,1780824467.312641
1780824467.557470,odom,0.100743,0.226123,0.000000,-1.270440,0.489451,0.829711,1780824467.412558
1780824467.657470,odom,0.102790,0.225483,0.000000,-1.275555,0.496681,0.819878,1780824467.512721
1780824467.757465,odom,0.103785,0.225807,0.000000,-1.276403,0.477085,0.801295,1780824467.612653
1780824467.857442,odom,0.108622,0.225742,0.000000,-1.273322,0.493912,0.816268,1780824467.712733
1780824467.957499,odom,0.112372,0.226736,0.000000,-1.268276,0.500960,0.802327,1780824467.812696
1780824468.057448,odom,0.127636,0.229791,0.000000,-1.241150,0.490398,0.836163,1780824467.912751
1780824468.157508,odom,0.136305,0.232437,0.000000,-1.221999,0.490398,0.836163,1780824467.912751
1780824468.257463,odom,0.161007,0.239031,0.000000,-1.176107,0.490398,0.836163,1780824467.912751
1780824468.357466,odom,0.172904,0.242961,0.000000,-1.161762,0.471699,0.803428,1780824468.212622
1780824468.457437,odom,0.202863,0.251526,0.000000,-1.149706,0.456004,,1780824468.313272
1780824468.557459,odom,0.216400,0.255935,0.000000,-1.151434,0.456054,0.787909,1780824468.412720
1780824468.657452,odom,0.248575,0.264870,0.000000,-1.170443,0.380475,0.771077,1780824468.512628
1780824468.757459,odom,0.262797,0.269421,0.000000,-1.179600,0.412078,0.795693,1780824468.612568
1780824468.857473,odom,0.295595,0.278692,0.000000,-1.199259,0.453040,0.784200,1780824468.712718
1780824468.957485,odom,0.310292,0.283539,0.000000,-1.202375,0.453040,0.784200,1780824468.712718
1780824469.057505,odom,0.344238,0.294286,0.000000,-1.204601,0.453040,0.784200,1780824468.712718
1780824469.157456,odom,0.359424,0.299912,0.000000,-1.201804,0.453040,0.784200,1780824468.712718
1780824469.257437,odom,0.393333,0.312050,0.000000,-1.196087,0.453040,0.784200,1780824468.712718
1780824469.357451,odom,0.408286,0.318178,0.000000,-1.190449,0.453040,0.784200,1780824468.712718
1780824469.457515,odom,0.441846,0.331721,0.000000,-1.175736,0.453040,0.784200,1780824468.712718
1780824469.557486,odom,0.457222,0.338786,0.000000,-1.166176,0.453040,0.784200,1780824468.712718
1780824469.657493,odom,0.491703,0.355341,0.000000,-1.140747,0.453040,0.784200,1780824468.712718
1780824469.757524,odom,0.507153,0.363777,0.000000,-1.127820,0.568656,0.836002,1780824469.612646
1780824469.857509,odom,0.540471,0.382188,0.000000,-1.103424,0.568656,0.836002,1780824469.612646
1780824469.957493,odom,0.555170,0.391318,0.000000,-1.090654,0.568656,0.836002,1780824469.612646
1780824470.057704,odom,0.586807,0.411273,0.000000,-1.063267,1.959551,0.879423,1780824469.912678
1780824470.157669,odom,0.600868,0.421201,0.000000,-1.049137,1.939840,0.920749,1780824470.012595
1780824470.257578,odom,0.630574,0.442846,0.000000,-1.017355,1.915573,0.952589,1780824470.112550
1780824470.357571,odom,0.643415,0.453374,0.000000,-1.001677,1.897549,0.978877,1780824470.212627
1780824470.457597,odom,0.670080,0.475627,0.000000,-0.971872,1.874811,0.970561,1780824470.312585
1780824470.557639,odom,0.681612,0.486323,0.000000,-0.957010,1.849628,1.033309,1780824470.412574
1780824470.657578,odom,0.706300,0.509853,0.000000,-0.926006,1.824801,1.020816,1780824470.512688
1780824470.757609,odom,0.717413,0.521642,0.000000,-0.908392,1.800936,1.189807,1780824470.612587
1780824470.857603,odom,0.741018,0.548494,0.000000,-0.874815,1.772393,1.171403,1780824470.712522
1780824470.957619,odom,0.751534,0.561735,0.000000,-0.857721,1.752183,1.171608,1780824470.812623
1780824471.057586,odom,0.773951,0.590982,0.000000,-0.821628,1.733400,1.159857,1780824470.912597
1780824471.157567,odom,0.783542,0.604935,0.000000,-0.803091,1.715070,1.171505,1780824471.012720
1780824471.257600,odom,0.803530,0.634690,0.000000,-0.766783,1.690473,1.024129,1780824471.112665
1780824471.357620,odom,0.811892,0.648977,0.000000,-0.749281,1.673932,0.986230,1780824471.212607
1780824471.457606,odom,0.829473,0.680199,0.000000,-0.712640,1.658735,0.944069,1780824471.312558
1780824471.557754,odom,0.836907,0.695242,0.000000,-0.695581,1.650273,0.939954,1780824471.412635
1780824471.657615,odom,0.852108,0.726949,0.000000,-0.666327,1.626313,0.865462,1780824471.512580
1780824471.757553,odom,0.858271,0.741770,0.000000,-0.652401,1.617607,0.844370,1780824471.612868
1780824471.857546,odom,0.871036,0.773166,0.000000,-0.623442,1.599719,0.821102,1780824471.712821
1780824471.957560,odom,0.876255,0.788407,0.000000,-0.607581,1.597049,0.770997,1780824471.812581
1780824472.057543,odom,0.887162,0.821882,0.000000,-0.576651,1.579114,0.764788,1780824471.912716
1780824472.157594,odom,0.891296,0.838043,0.000000,-0.562276,1.588059,0.782175,1780824472.012648
1780824472.257560,odom,0.899856,0.871763,0.000000,-0.538068,1.577359,0.737027,1780824472.112587
1780824472.357566,odom,0.902913,0.887524,0.000000,-0.524535,1.571996,0.893668,1780824472.212506
1780824472.457567,odom,0.909247,0.920972,0.000000,-0.498902,1.569273,0.872449,1780824472.312621
1780824472.557564,odom,0.911324,0.937208,0.000000,-0.484895,1.543836,0.684039,1780824472.412556
1780824472.657903,odom,0.915559,0.972185,0.000000,-0.458205,1.541920,0.862282,1780824472.512775
1780824472.757562,odom,0.916495,0.988755,0.000000,-0.445400,1.564801,0.773155,1780824472.612575
1780824472.857558,odom,0.918304,1.023131,0.000000,-0.424169,1.567040,0.818748,1780824472.712557
1780824472.957597,odom,0.918056,1.039178,0.000000,-0.412236,1.536626,0.837848,1780824472.812485
1780824473.057558,odom,0.917634,1.073011,0.000000,-0.389744,1.607290,0.775078,1780824472.912630
1780824473.157613,odom,0.916452,1.089167,0.000000,-0.377165,1.596559,0.762819,1780824473.012536
1780824473.258480,odom,0.914176,1.123422,0.000000,-0.353164,1.622044,0.790727,1780824473.112510
1780824473.357549,odom,0.912055,1.139827,0.000000,-0.339660,1.653808,0.767514,1780824473.212609
1780824473.457601,odom,0.907348,1.174969,0.000000,-0.313355,1.682425,0.765125,1780824473.312554
