time_sec,frame_id,x,y,z,yaw_rad,left_wall_m,right_wall_m,scan_stamp_sec
1780813604.809740,odom,0.343216,0.155115,0.000000,1.804198,0.388012,0.833245,1780813604.593839
1780813604.909733,odom,0.342765,0.155666,0.000000,1.803620,0.383005,0.817979,1780813604.693789
1780813605.009706,odom,0.343228,0.155066,0.000000,1.803294,0.393032,0.823061,1780813604.793705
1780813605.109756,odom,0.342732,0.155667,0.000000,1.802560,0.369001,0.831097,1780813604.893909
1780813605.209717,odom,0.343200,0.155060,0.000000,1.802073,0.393000,0.829010,1780813604.993784
1780813605.309739,odom,0.342739,0.155617,0.000000,1.801199,0.414001,0.820156,1780813605.093735
1780813605.409734,odom,0.343204,0.155009,0.000000,1.800686,0.355069,0.829710,1780813605.193793
1780813605.509725,odom,0.342702,0.155616,0.000000,1.799773,0.402001,0.828679,1780813605.293785
1780813605.610071,odom,0.343166,0.155008,0.000000,1.799294,0.436115,0.810544,1780813605.393693
1780813605.709708,odom,0.342665,0.155616,0.000000,1.798332,0.426029,0.827497,1780813605.493807
1780813605.809723,odom,0.343124,0.155012,0.000000,1.797847,0.423005,0.812604,1780813605.593728
1780813605.909855,odom,0.342635,0.155609,0.000000,1.796942,0.424000,0.828039,1780813605.693714
1780813606.009900,odom,0.343112,0.154983,0.000000,1.796558,0.425142,0.836097,1780813605.793810
1780813606.109929,odom,0.342637,0.155569,0.000000,1.795939,0.368012,0.825875,1780813605.893775
1780813606.209856,odom,0.343107,0.154953,0.000000,1.795609,0.389129,0.818302,1780813605.993708
1780813606.309820,odom,0.342670,0.155488,0.000000,1.795108,0.377085,0.841609,1780813606.093820
1780813606.409842,odom,0.343124,0.154891,0.000000,1.794790,0.400000,0.829168,1780813606.193765
1780813606.509749,odom,0.342666,0.155460,0.000000,1.794112,0.403031,0.827815,1780813606.293727
1780813606.609735,odom,0.343126,0.154852,0.000000,1.793810,0.380033,0.834284,1780813606.393804
1780813606.709748,odom,0.342682,0.155396,0.000000,1.792976,0.347000,0.822178,1780813606.493913
1780813606.809710,odom,0.343128,0.154803,0.000000,1.792530,0.380012,0.829473,1780813606.593657
1780813606.909711,odom,0.342612,0.155437,0.000000,1.791522,0.380005,0.846453,1780813606.693823
1780813607.009740,odom,0.343100,0.154786,0.000000,1.790997,0.376012,0.825174,1780813606.793736
1780813607.109700,odom,0.342598,0.155406,0.000000,1.789966,0.402101,0.827136,1780813606.893703
1780813607.209705,odom,0.343052,0.154801,0.000000,1.789558,0.356090,0.839802,1780813606.993775
1780813607.309713,odom,0.342537,0.155441,0.000000,1.788653,0.403000,0.827512,1780813607.093726
1780813607.409721,odom,0.343029,0.154780,0.000000,1.788170,0.453018,0.825175,1780813607.193643
1780813607.509736,odom,0.342512,0.155435,0.000000,1.787344,0.359013,0.827497,1780813607.293762
